CONTAINER ID        NAME                      CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
023348fc4823        peer20.org1.example.com                     1.82%               27.57MiB / 7.695GiB   0.35%               4.2MB / 1.57MB      57.3kB / 32.8kB     14
58aa95f6a58b        peer9.org1.example.com                      4.67%               27.57MiB / 7.695GiB   0.35%               4.82MB / 1.77MB     254kB / 32.8kB      17
45c108523282        peer45.org1.example.com                     2.17%               28.06MiB / 7.695GiB   0.36%               4.99MB / 1.97MB     98.3kB / 32.8kB     15
eff0ce3d778e        peer3.org1.example.com                      5.30%               27.73MiB / 7.695GiB   0.35%               4.85MB / 1.9MB      147kB / 32.8kB      16
01557fa306df        peer51.org1.example.com                     6.66%               28.82MiB / 7.695GiB   0.37%               4.78MB / 2.18MB     73.7kB / 32.8kB     16
065f6ed18ed7        peer57.org1.example.com                     1.23%               28.96MiB / 7.695GiB   0.37%               5.18MB / 1.95MB     65.5kB / 32.8kB     15
c036b66baf22        peer26.org1.example.com                     1.90%               27.79MiB / 7.695GiB   0.35%               4.83MB / 1.83MB     65.5kB / 32.8kB     17
4e1e3e229574        peer7.org1.example.com                      2.43%               29.04MiB / 7.695GiB   0.37%               4.79MB / 2.01MB     164kB / 32.8kB      18
b551342d1d66        peer23.org1.example.com                     0.78%               28.21MiB / 7.695GiB   0.36%               5.47MB / 2.95MB     532kB / 32.8kB      15
111ec92811dc        peer65.org1.example.com                     4.61%               28.77MiB / 7.695GiB   0.37%               4.55MB / 1.76MB     131kB / 123kB       17
4b79960f5d94        peer0.org1.example.com                      30.87%              110.9MiB / 7.695GiB   1.41%               24MB / 64.7MB       13.6MB / 1.78MB     15
91023ac5f6e0        peer31.org1.example.com                     2.23%               28.72MiB / 7.695GiB   0.36%               4.89MB / 1.82MB     254kB / 32.8kB      15
c13373dc2c1f        peer56.org1.example.com                     0.91%               28.76MiB / 7.695GiB   0.36%               6.06MB / 4.39MB     295kB / 49.2kB      15
a6f2e9256efc        peer52.org1.example.com                     9.94%               29.2MiB / 7.695GiB    0.37%               4.61MB / 1.95MB     98.3kB / 32.8kB     16
0c5c3828b471        peer92.org1.example.com                     4.00%               28.92MiB / 7.695GiB   0.37%               4.99MB / 2.08MB     197kB / 98.3kB      17
9904d77d6a79        peer78.org1.example.com                     3.64%               28.81MiB / 7.695GiB   0.37%               5.7MB / 3.93MB      81.9kB / 98.3kB     17
ba802c0bfb4b        peer43.org1.example.com                     2.10%               28.04MiB / 7.695GiB   0.36%               4.65MB / 1.76MB     238kB / 123kB       15
e200a9e66dbc        peer22.org1.example.com                     0.86%               26.95MiB / 7.695GiB   0.34%               3.04MB / 1.33MB     49.2kB / 32.8kB     13
3508d546543f        peer61.org1.example.com                     0.70%               12.3MiB / 7.695GiB    0.16%               227kB / 74.5kB      139kB / 1.02MB      10
3144ba249452        peer25.org1.example.com                     10.81%              28.8MiB / 7.695GiB    0.37%               4.85MB / 1.86MB     81.9kB / 32.8kB     16
1d60a9a43455        peer39.org1.example.com                     2.54%               28.95MiB / 7.695GiB   0.37%               4.87MB / 2.03MB     57.3kB / 32.8kB     16
c9c5b3e38a28        peer33.org1.example.com                     1.50%               29.27MiB / 7.695GiB   0.37%               5.19MB / 1.91MB     90.1kB / 32.8kB     16
027869595f92        peer82.org1.example.com                     1.12%               28.93MiB / 7.695GiB   0.37%               4.91MB / 2.14MB     131kB / 32.8kB      16
815dcb6c70a1        peer15.org1.example.com                     1.57%               28.62MiB / 7.695GiB   0.36%               4.68MB / 1.81MB     238kB / 32.8kB      15
a44a5ecadd32        peer53.org1.example.com                     8.59%               28.68MiB / 7.695GiB   0.36%               4.74MB / 1.92MB     98.3kB / 90.1kB     15
b2a9a8f48d8e        peer72.org1.example.com                     0.80%               29.85MiB / 7.695GiB   0.38%               4.94MB / 1.88MB     106kB / 57.3kB      15
4a4af34834a5        peer5.org1.example.com                      2.27%               29.25MiB / 7.695GiB   0.37%               5.08MB / 1.87MB     49.2kB / 57.3kB     17
2b1d5668b0b0        peer96.org1.example.com                     1.87%               28.76MiB / 7.695GiB   0.36%               4.78MB / 2.01MB     98.3kB / 32.8kB     16
ffc1f8a74075        peer49.org1.example.com                     5.77%               29.12MiB / 7.695GiB   0.37%               4.62MB / 2MB        90.1kB / 32.8kB     16
7a921d84b8c8        peer14.org1.example.com                     0.86%               29.52MiB / 7.695GiB   0.37%               5.78MB / 3.97MB     156kB / 106kB       17

# TEST COMPLETED

CONTAINER ID        NAME                                        CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
7fe880cb095a        dev-peer0.org1.example.com-trustas_cc-1.0   0.00%               5.73MiB / 2GiB        0.28%               511kB / 228kB       8.19kB / 0B         7
430a7b143ff5        peer63.org1.example.com                     0.97%               26.05MiB / 7.695GiB   0.33%               3.24MB / 3.43MB     197kB / 32.8kB      12
2b064a18eded        peer54.org1.example.com                     3.80%               26.15MiB / 7.695GiB   0.33%               3.33MB / 3.46MB     360kB / 32.8kB      13
b10304933ed1        peer95.org1.example.com                     0.91%               24.93MiB / 7.695GiB   0.32%               3.27MB / 3.67MB     139kB / 32.8kB      13
ec2b6222c935        peer30.org1.example.com                     1.22%               25.45MiB / 7.695GiB   0.32%               3.14MB / 3.33MB     98.3kB / 32.8kB     12
49632d30e1a7        peer90.org1.example.com                     2.31%               25.98MiB / 7.695GiB   0.33%               3.49MB / 3.61MB     205kB / 32.8kB      12
c8de34c73514        peer55.org1.example.com                     0.98%               25.47MiB / 7.695GiB   0.32%               3.29MB / 3.19MB     180kB / 32.8kB      13
a5a79b4f41c2        peer84.org1.example.com                     1.21%               26.01MiB / 7.695GiB   0.33%               3.1MB / 3.21MB      57.3kB / 32.8kB     12
949c5f4e89b1        peer17.org1.example.com                     0.92%               25.18MiB / 7.695GiB   0.32%               3.42MB / 3.41MB     180kB / 32.8kB      14
cc4ed00dbc5a        peer13.org1.example.com                     1.05%               25.89MiB / 7.695GiB   0.33%               3.35MB / 3.78MB     238kB / 32.8kB      13
e637f158f09e        peer60.org1.example.com                     1.13%               25.22MiB / 7.695GiB   0.32%               3.63MB / 4.11MB     115kB / 32.8kB      13
bae0e839064f        peer35.org1.example.com                     0.91%               25.61MiB / 7.695GiB   0.32%               3.48MB / 4.16MB     197kB / 32.8kB      13
31ec5d034e94        peer74.org1.example.com                     2.09%               25.84MiB / 7.695GiB   0.33%               3.34MB / 3.61MB     295kB / 32.8kB      14
de1e3ee0718b        peer29.org1.example.com                     1.12%               25.71MiB / 7.695GiB   0.33%               3.39MB / 3.92MB     106kB / 32.8kB      12
aa98b4e551fd        peer79.org1.example.com                     1.10%               25.8MiB / 7.695GiB    0.33%               3.48MB / 3.86MB     147kB / 32.8kB      12
97dea4de47d0        peer32.org1.example.com                     1.00%               25.83MiB / 7.695GiB   0.33%               3.73MB / 3.87MB     254kB / 32.8kB      12
2ad54ba8faa8        peer97.org1.example.com                     0.93%               25.72MiB / 7.695GiB   0.33%               3.27MB / 3.43MB     115kB / 32.8kB      14
0d66e5724205        peer70.org1.example.com                     0.92%               25.27MiB / 7.695GiB   0.32%               3.28MB / 3.67MB     90.1kB / 32.8kB     13
05a1a50f6364        peer50.org1.example.com                     5.90%               26.29MiB / 7.695GiB   0.33%               3.79MB / 4.02MB     434kB / 32.8kB      12
56ba63f4fb49        peer62.org1.example.com                     1.89%               26.61MiB / 7.695GiB   0.34%               3.75MB / 3.77MB     287kB / 32.8kB      13
08c451d9ae59        peer16.org1.example.com                     2.26%               25.03MiB / 7.695GiB   0.32%               3.56MB / 4.31MB     147kB / 32.8kB      12
6883a64f237b        peer83.org1.example.com                     2.35%               25.32MiB / 7.695GiB   0.32%               3.49MB / 4.16MB     270kB / 164kB       13
f87e8caec353        peer87.org1.example.com                     1.16%               25.32MiB / 7.695GiB   0.32%               3.72MB / 4.23MB     287kB / 32.8kB      13
246286302c25        peer73.org1.example.com                     1.35%               26.21MiB / 7.695GiB   0.33%               3.49MB / 3.33MB     172kB / 147kB       15
4777ab4a85b1        peer80.org1.example.com                     0.94%               26.5MiB / 7.695GiB    0.34%               2.98MB / 2.6MB      65.5kB / 106kB      15
7e32e6cb0a55        peer34.org1.example.com                     2.32%               25.43MiB / 7.695GiB   0.32%               3.1MB / 2.27MB      164kB / 32.8kB      13
c885f63303d8        peer42.org1.example.com                     0.88%               24.17MiB / 7.695GiB   0.31%               3.03MB / 4.25MB     238kB / 32.8kB      11
b5e1266682df        peer67.org1.example.com                     0.78%               25.39MiB / 7.695GiB   0.32%               3.65MB / 4.36MB     303kB / 32.8kB      13
22be238ab02a        peer27.org1.example.com                     2.13%               26.71MiB / 7.695GiB   0.34%               3.52MB / 3.39MB     139kB / 32.8kB      13
fafe1e518a28        peer12.org1.example.com                     0.89%               25MiB / 7.695GiB      0.32%               2.65MB / 2.93MB     254kB / 41kB        11
c190f5ba891c        peer91.org1.example.com                     5.69%               26.59MiB / 7.695GiB   0.34%               3.8MB / 3.75MB      98.3kB / 32.8kB     14
ac7322e424c0        peer99.org1.example.com                     1.58%               27MiB / 7.695GiB      0.34%               3.96MB / 4.6MB      147kB / 32.8kB      14
4dee2e38ea0a        peer94.org1.example.com                     1.27%               24.93MiB / 7.695GiB   0.32%               3.22MB / 3.84MB     319kB / 32.8kB      12
4f6407b1dddb        peer24.org1.example.com                     0.96%               25.16MiB / 7.695GiB   0.32%               3.45MB / 4.48MB     123kB / 32.8kB      11
9fae82985af6        peer88.org1.example.com                     1.26%               25.44MiB / 7.695GiB   0.32%               3.19MB / 4.03MB     156kB / 508kB       12
3e1fae0c9301        peer38.org1.example.com                     0.87%               27.22MiB / 7.695GiB   0.35%               6.04MB / 5.55MB     213kB / 139kB       15
a83c304cc667        peer89.org1.example.com                     2.94%               26.95MiB / 7.695GiB   0.34%               6.45MB / 5.27MB     139kB / 115kB       14
66587be9d49f        peer59.org1.example.com                     7.21%               28.91MiB / 7.695GiB   0.37%               6.27MB / 5.33MB     623kB / 32.8kB      15
91b7c39da561        peer76.org1.example.com                     1.66%               28.55MiB / 7.695GiB   0.36%               6.45MB / 5.81MB     451kB / 32.8kB      16
e194deb2dbd8        peer85.org1.example.com                     1.97%               28.09MiB / 7.695GiB   0.36%               6.31MB / 5.2MB      90.1kB / 32.8kB     15
f721e09db0d2        peer1.org1.example.com                      34.35%              58.57MiB / 7.695GiB   0.74%               17.2MB / 71MB       106kB / 65.5kB      16
85fdbda25496        peer64.org1.example.com                     2.93%               27.46MiB / 7.695GiB   0.35%               5.9MB / 4.59MB      98.3kB / 32.8kB     16
cc059df2b03e        peer44.org1.example.com                     0.72%               26.09MiB / 7.695GiB   0.33%               3.48MB / 3.35MB     164kB / 65.5kB      13
672f538c553a        peer66.org1.example.com                     1.81%               27.97MiB / 7.695GiB   0.35%               6.54MB / 5.44MB     205kB / 98.3kB      16
76fe575b8a28        peer4.org1.example.com                      5.68%               27.94MiB / 7.695GiB   0.35%               6.34MB / 4.93MB     41kB / 32.8kB       15
7038433af252        peer36.org1.example.com                     7.51%               27.35MiB / 7.695GiB   0.35%               6.14MB / 5.21MB     254kB / 32.8kB      15
dad1128906d0        peer69.org1.example.com                     0.90%               28.84MiB / 7.695GiB   0.37%               6.15MB / 4.8MB      524kB / 32.8kB      15
9a6ec4480c05        peer21.org1.example.com                     1.74%               28.66MiB / 7.695GiB   0.36%               6.53MB / 5.45MB     98.3kB / 32.8kB     15
4bb3b5d4b097        peer18.org1.example.com                     1.27%               27.36MiB / 7.695GiB   0.35%               6.12MB / 4.65MB     238kB / 32.8kB      14
c6a83a8e1efd        peer19.org1.example.com                     9.13%               27.24MiB / 7.695GiB   0.35%               6.17MB / 5.19MB     197kB / 32.8kB      16
3f5e6c600a39        orderer.example.com                         0.01%               11.71MiB / 7.695GiB   0.15%               1.03MB / 874kB      23.3MB / 1.81MB     9
b48ee84170b0        peer46.org1.example.com                     2.08%               28.62MiB / 7.695GiB   0.36%               6.46MB / 5.32MB     287kB / 32.8kB      17
df3a7c7a4f30        peer41.org1.example.com                     1.75%               28.27MiB / 7.695GiB   0.36%               6.44MB / 4.88MB     180kB / 32.8kB      17
9f16950228a9        peer8.org1.example.com                      1.00%               28.54MiB / 7.695GiB   0.36%               6.09MB / 5.18MB     262kB / 32.8kB      17
45b3b9deb6de        peer86.org1.example.com                     9.66%               28.39MiB / 7.695GiB   0.36%               6.39MB / 5.12MB     172kB / 844kB       16
1126ca20feff        peer47.org1.example.com                     3.41%               28.12MiB / 7.695GiB   0.36%               6.65MB / 5.38MB     164kB / 32.8kB      16
eea21119143e        peer6.org1.example.com                      8.20%               28.44MiB / 7.695GiB   0.36%               6.47MB / 5.02MB     197kB / 32.8kB      15
d6b3d6a8cbc5        peer75.org1.example.com                     1.00%               29.32MiB / 7.695GiB   0.37%               6.91MB / 5.39MB     115kB / 115kB       17
16dac51b21bf        peer81.org1.example.com                     3.08%               27.91MiB / 7.695GiB   0.35%               6.19MB / 5.09MB     205kB / 32.8kB      17
8fbe20ef8121        peer37.org1.example.com                     1.06%               27.31MiB / 7.695GiB   0.35%               3.87MB / 3.18MB     147kB / 73.7kB      14
205a6533cccd        peer28.org1.example.com                     0.69%               26.9MiB / 7.695GiB    0.34%               3.99MB / 3.59MB     180kB / 32.8kB      14
8eebd44eda88        peer2.org1.example.com                      1.30%               28.57MiB / 7.695GiB   0.36%               5.89MB / 4.37MB     451kB / 115kB       15
720975843f70        peer68.org1.example.com                     3.31%               27.59MiB / 7.695GiB   0.35%               5.96MB / 4.6MB      418kB / 32.8kB      16
317ae39a9873        peer48.org1.example.com                     1.55%               28.78MiB / 7.695GiB   0.37%               5.35MB / 4.01MB     106kB / 32.8kB      17
db26f2b96628        peer10.org1.example.com                     4.89%               28.27MiB / 7.695GiB   0.36%               6.04MB / 4.73MB     279kB / 32.8kB      15
ecab3ff61eab        peer98.org1.example.com                     1.27%               26.46MiB / 7.695GiB   0.34%               5.55MB / 4.16MB     123kB / 32.8kB      14
198c111231c8        peer93.org1.example.com                     2.49%               29.4MiB / 7.695GiB    0.37%               6.39MB / 4.62MB     221kB / 90.1kB      17
eab2ede5706b        peer71.org1.example.com                     0.84%               28.84MiB / 7.695GiB   0.37%               5.25MB / 2.93MB     860kB / 32.8kB      15
a760ba830f2d        peer77.org1.example.com                     2.01%               27.38MiB / 7.695GiB   0.35%               3.75MB / 2.41MB     156kB / 49.2kB      15
f7aaf54ac48b        peer58.org1.example.com                     2.15%               28.39MiB / 7.695GiB   0.36%               6.32MB / 4.92MB     221kB / 32.8kB      15
5aec44e7e656        peer11.org1.example.com                     3.20%               29.32MiB / 7.695GiB   0.37%               4.73MB / 1.83MB     32.8kB / 32.8kB     16
d384efbb7f40        peer40.org1.example.com                     1.27%               29.58MiB / 7.695GiB   0.38%               5.47MB / 3.45MB     98.3kB / 32.8kB     15
023348fc4823        peer20.org1.example.com                     4.36%               27.57MiB / 7.695GiB   0.35%               4.29MB / 1.59MB     57.3kB / 32.8kB     14
58aa95f6a58b        peer9.org1.example.com                      2.54%               27.59MiB / 7.695GiB   0.35%               4.9MB / 1.81MB      254kB / 32.8kB      17
45c108523282        peer45.org1.example.com                     2.09%               28.06MiB / 7.695GiB   0.36%               5.07MB / 1.99MB     98.3kB / 32.8kB     15
eff0ce3d778e        peer3.org1.example.com                      2.00%               27.74MiB / 7.695GiB   0.35%               4.89MB / 1.93MB     147kB / 32.8kB      16
01557fa306df        peer51.org1.example.com                     4.10%               28.83MiB / 7.695GiB   0.37%               4.83MB / 2.2MB      73.7kB / 32.8kB     16
065f6ed18ed7        peer57.org1.example.com                     5.17%               28.97MiB / 7.695GiB   0.37%               5.29MB / 2.01MB     65.5kB / 32.8kB     15
c036b66baf22        peer26.org1.example.com                     2.04%               27.8MiB / 7.695GiB    0.35%               4.96MB / 1.86MB     65.5kB / 32.8kB     17
4e1e3e229574        peer7.org1.example.com                      1.16%               29.05MiB / 7.695GiB   0.37%               4.87MB / 2.04MB     164kB / 32.8kB      18
b551342d1d66        peer23.org1.example.com                     8.46%               28.21MiB / 7.695GiB   0.36%               5.61MB / 2.99MB     532kB / 32.8kB      15
111ec92811dc        peer65.org1.example.com                     2.24%               28.79MiB / 7.695GiB   0.37%               4.71MB / 1.81MB     131kB / 123kB       17
4b79960f5d94        peer0.org1.example.com                      29.35%              110.9MiB / 7.695GiB   1.41%               24.3MB / 65.9MB     13.6MB / 1.78MB     15
91023ac5f6e0        peer31.org1.example.com                     2.28%               28.74MiB / 7.695GiB   0.36%               5MB / 1.86MB        254kB / 32.8kB      15
c13373dc2c1f        peer56.org1.example.com                     3.76%               28.79MiB / 7.695GiB   0.37%               6.21MB / 4.48MB     295kB / 49.2kB      15
a6f2e9256efc        peer52.org1.example.com                     2.58%               29.21MiB / 7.695GiB   0.37%               4.67MB / 1.97MB     98.3kB / 32.8kB     16
0c5c3828b471        peer92.org1.example.com                     1.92%               28.93MiB / 7.695GiB   0.37%               5.09MB / 2.12MB     197kB / 98.3kB      17
9904d77d6a79        peer78.org1.example.com                     3.37%               28.82MiB / 7.695GiB   0.37%               5.82MB / 4.02MB     81.9kB / 98.3kB     17
ba802c0bfb4b        peer43.org1.example.com                     10.45%              28.06MiB / 7.695GiB   0.36%               4.8MB / 1.8MB       246kB / 123kB       15
e200a9e66dbc        peer22.org1.example.com                     2.37%               26.96MiB / 7.695GiB   0.34%               3.08MB / 1.34MB     49.2kB / 32.8kB     13
3508d546543f        peer61.org1.example.com                     0.78%               12.3MiB / 7.695GiB    0.16%               228kB / 76.1kB      139kB / 1.02MB      10
3144ba249452        peer25.org1.example.com                     7.31%               28.82MiB / 7.695GiB   0.37%               4.94MB / 1.9MB      90.1kB / 32.8kB     16
1d60a9a43455        peer39.org1.example.com                     10.41%              28.98MiB / 7.695GiB   0.37%               4.98MB / 2.1MB      57.3kB / 32.8kB     16
c9c5b3e38a28        peer33.org1.example.com                     3.32%               29.27MiB / 7.695GiB   0.37%               5.32MB / 1.96MB     90.1kB / 32.8kB     16
027869595f92        peer82.org1.example.com                     1.90%               28.95MiB / 7.695GiB   0.37%               5.03MB / 2.17MB     131kB / 32.8kB      16
815dcb6c70a1        peer15.org1.example.com                     0.78%               28.63MiB / 7.695GiB   0.36%               4.72MB / 1.83MB     238kB / 32.8kB      15
a44a5ecadd32        peer53.org1.example.com                     10.13%              28.7MiB / 7.695GiB    0.36%               4.83MB / 1.94MB     98.3kB / 90.1kB     15
b2a9a8f48d8e        peer72.org1.example.com                     0.84%               29.86MiB / 7.695GiB   0.38%               4.94MB / 1.88MB     106kB / 57.3kB      15
4a4af34834a5        peer5.org1.example.com                      0.84%               29.26MiB / 7.695GiB   0.37%               5.12MB / 1.88MB     49.2kB / 57.3kB     17
2b1d5668b0b0        peer96.org1.example.com                     1.02%               28.76MiB / 7.695GiB   0.36%               4.8MB / 2.03MB      98.3kB / 32.8kB     16
ffc1f8a74075        peer49.org1.example.com                     1.73%               29.12MiB / 7.695GiB   0.37%               4.65MB / 2.02MB     90.1kB / 32.8kB     16
7a921d84b8c8        peer14.org1.example.com                     0.84%               29.52MiB / 7.695GiB   0.37%               5.86MB / 4.04MB     156kB / 106kB       17
