1542764832.8552532,peer85.org1.example.com,3.54MB / 2.79MB,3540000,2790000
1542764832.8552532,peer1.org1.example.com,9.56MB / 37.5MB,9560000,37500000
1542764832.8552532,peer64.org1.example.com,3.18MB / 2.37MB,3180000,2370000
1542764832.8552532,peer44.org1.example.com,1.83MB / 1.71MB,1830000,1710000
1542764832.8552532,peer66.org1.example.com,3.45MB / 2.86MB,3450000,2860000
1542764832.8552532,peer4.org1.example.com,3.29MB / 2.58MB,3290000,2580000
1542764832.8552532,peer36.org1.example.com,3.45MB / 2.76MB,3450000,2760000
1542764832.8552532,peer69.org1.example.com,3.35MB / 2.51MB,3350000,2510000
1542764832.8552532,peer21.org1.example.com,3.39MB / 2.88MB,3390000,2880000
1542764832.8552532,peer18.org1.example.com,3.08MB / 2.43MB,3080000,2430000
1542764832.8552532,peer19.org1.example.com,3.06MB / 2.7MB,3060000,2700000
1542764832.8552532,orderer.example.com,182kB / 19.5kB,182000,19500
1542764832.8552532,peer46.org1.example.com,3.49MB / 2.88MB,3490000,2880000
1542764832.8552532,peer41.org1.example.com,3.34MB / 2.54MB,3340000,2540000
1542764832.8552532,peer8.org1.example.com,3.47MB / 2.8MB,3470000,2800000
1542764832.8552532,peer86.org1.example.com,3.34MB / 2.64MB,3340000,2640000
1542764832.8552532,peer47.org1.example.com,3.63MB / 2.82MB,3630000,2820000
1542764832.8552532,peer6.org1.example.com,3.7MB / 2.76MB,3700000,2760000
1542764832.8552532,peer75.org1.example.com,3.76MB / 2.9MB,3760000,2900000
1542764832.8552532,peer81.org1.example.com,3.32MB / 2.78MB,3320000,2780000
1542764832.8552532,peer37.org1.example.com,2.27MB / 1.83MB,2270000,1830000
1542764832.8552532,peer28.org1.example.com,2.24MB / 1.98MB,2240000,1980000
1542764832.8552532,peer2.org1.example.com,3.08MB / 2.32MB,3080000,2320000
1542764832.8552532,peer68.org1.example.com,3.07MB / 2.32MB,3070000,2320000
1542764832.8552532,peer48.org1.example.com,2.81MB / 2.06MB,2810000,2060000
1542764832.8552532,peer10.org1.example.com,3.21MB / 2.42MB,3210000,2420000
1542764832.8552532,peer98.org1.example.com,2.88MB / 2.19MB,2880000,2190000
1542764832.8552532,peer93.org1.example.com,3.34MB / 2.46MB,3340000,2460000
1542764832.8552532,peer71.org1.example.com,2.92MB / 1.64MB,2920000,1640000
1542764832.8552532,peer77.org1.example.com,2.15MB / 1.32MB,2150000,1320000
1542764832.8552532,peer58.org1.example.com,3.44MB / 2.64MB,3440000,2640000
1542764832.8552532,peer11.org1.example.com,2.63MB / 919kB,2630000,919000
1542764832.8552532,peer40.org1.example.com,3.06MB / 1.82MB,3060000,1820000
1542764832.8552532,peer20.org1.example.com,2.34MB / 783kB,2340000,783000
1542764832.8552532,peer9.org1.example.com,2.69MB / 953kB,2690000,953000
1542764832.8552532,peer45.org1.example.com,2.74MB / 1.03MB,2740000,1030000
1542764832.8552532,peer3.org1.example.com,2.64MB / 933kB,2640000,933000
1542764832.8552532,peer51.org1.example.com,2.59MB / 1.2MB,2590000,1200000
1542764832.8552532,peer57.org1.example.com,2.95MB / 1.05MB,2950000,1050000
1542764832.8552532,peer26.org1.example.com,2.93MB / 1.02MB,2930000,1020000
1542764832.8552532,peer7.org1.example.com,2.59MB / 1.13MB,2590000,1130000
1542764832.8552532,peer23.org1.example.com,2.98MB / 1.66MB,2980000,1660000
1542764832.8552532,peer65.org1.example.com,2.69MB / 962kB,2690000,962000
1542764832.8552532,peer0.org1.example.com,13.1MB / 37.1MB,13100000,37100000
1542764832.8552532,peer31.org1.example.com,2.6MB / 922kB,2600000,922000
1542764832.8552532,peer56.org1.example.com,3.37MB / 2.37MB,3370000,2370000
1542764832.8552532,peer52.org1.example.com,2.45MB / 1.01MB,2450000,1010000
1542764832.8552532,peer92.org1.example.com,2.73MB / 1.11MB,2730000,1110000
1542764832.8552532,peer78.org1.example.com,3.32MB / 2.17MB,3320000,2170000
1542764832.8552532,peer43.org1.example.com,2.65MB / 896kB,2650000,896000
1542764832.8552532,peer22.org1.example.com,1.76MB / 729kB,1760000,729000
1542764832.8552532,peer61.org1.example.com,210kB / 43.7kB,210000,43700
1542764832.8552532,peer25.org1.example.com,2.69MB / 987kB,2690000,987000
1542764832.8552532,peer39.org1.example.com,2.68MB / 1.09MB,2680000,1090000
1542764832.8552532,peer33.org1.example.com,2.9MB / 1.01MB,2900000,1010000
1542764832.8552532,peer82.org1.example.com,2.78MB / 1.26MB,2780000,1260000
1542764832.8552532,peer15.org1.example.com,2.63MB / 985kB,2630000,985000
1542764832.8552532,peer53.org1.example.com,2.5MB / 953kB,2500000,953000
1542764832.8552532,peer72.org1.example.com,2.72MB / 1.01MB,2720000,1010000
1542764832.8552532,peer5.org1.example.com,2.9MB / 1.02MB,2900000,1020000
1542764832.8552532,peer96.org1.example.com,2.69MB / 1.14MB,2690000,1140000
1542764832.8552532,peer49.org1.example.com,2.62MB / 1.11MB,2620000,1110000
1542764832.8552532,peer14.org1.example.com,3.49MB / 2.27MB,3490000,2270000

mystifying_keldysh,3.86kB / 0B
peer63.org1.example.com,1.64MB / 1.65MB
peer54.org1.example.com,1.54MB / 1.56MB
peer95.org1.example.com,1.61MB / 1.71MB
peer30.org1.example.com,1.7MB / 1.61MB
peer90.org1.example.com,1.69MB / 1.68MB
peer55.org1.example.com,1.74MB / 1.51MB
peer84.org1.example.com,1.52MB / 1.55MB
peer17.org1.example.com,1.59MB / 1.56MB
peer13.org1.example.com,1.77MB / 1.8MB
peer60.org1.example.com,1.82MB / 2MB
peer35.org1.example.com,1.78MB / 1.97MB
peer74.org1.example.com,1.73MB / 1.78MB
peer29.org1.example.com,1.68MB / 1.9MB
peer79.org1.example.com,1.76MB / 1.89MB
peer32.org1.example.com,1.9MB / 1.89MB
peer97.org1.example.com,1.72MB / 1.67MB
peer70.org1.example.com,1.73MB / 1.82MB
peer50.org1.example.com,2.04MB / 2.05MB
peer62.org1.example.com,2.13MB / 1.95MB
peer16.org1.example.com,1.92MB / 2.17MB
peer83.org1.example.com,1.82MB / 2.06MB
peer87.org1.example.com,1.77MB / 1.99MB
peer73.org1.example.com,1.91MB / 1.73MB
peer80.org1.example.com,1.85MB / 1.45MB
peer34.org1.example.com,1.68MB / 1.18MB
peer42.org1.example.com,1.58MB / 2.13MB
peer67.org1.example.com,1.95MB / 2.17MB
peer27.org1.example.com,2MB / 1.79MB
peer12.org1.example.com,1.36MB / 1.44MB
peer91.org1.example.com,1.91MB / 1.9MB
peer99.org1.example.com,2.05MB / 2.23MB
peer94.org1.example.com,1.57MB / 1.85MB
peer24.org1.example.com,1.82MB / 2.29MB
peer88.org1.example.com,1.71MB / 2.06MB
peer38.org1.example.com,3.12MB / 2.9MB
peer89.org1.example.com,3.49MB / 2.73MB
peer59.org1.example.com,3.43MB / 2.78MB
peer76.org1.example.com,3.43MB / 3.09MB
peer85.org1.example.com,3.61MB / 2.84MB
peer1.org1.example.com,9.65MB / 37.8MB
peer64.org1.example.com,3.19MB / 2.39MB
peer44.org1.example.com,1.84MB / 1.72MB
peer66.org1.example.com,3.52MB / 2.91MB
peer4.org1.example.com,3.32MB / 2.62MB
peer36.org1.example.com,3.47MB / 2.8MB
peer69.org1.example.com,3.37MB / 2.53MB
peer21.org1.example.com,3.43MB / 2.9MB
peer18.org1.example.com,3.11MB / 2.46MB
peer19.org1.example.com,3.1MB / 2.71MB
orderer.example.com,182kB / 19.5kB
peer46.org1.example.com,3.5MB / 2.91MB
peer41.org1.example.com,3.35MB / 2.56MB
peer8.org1.example.com,3.48MB / 2.82MB
peer86.org1.example.com,3.35MB / 2.65MB
peer47.org1.example.com,3.65MB / 2.84MB
peer6.org1.example.com,3.7MB / 2.77MB
peer75.org1.example.com,3.78MB / 2.92MB
peer81.org1.example.com,3.33MB / 2.79MB
peer37.org1.example.com,2.27MB / 1.84MB
peer28.org1.example.com,2.28MB / 1.99MB
peer2.org1.example.com,3.08MB / 2.34MB
peer68.org1.example.com,3.11MB / 2.34MB
peer48.org1.example.com,2.82MB / 2.07MB
peer10.org1.example.com,3.27MB / 2.46MB
peer98.org1.example.com,2.89MB / 2.2MB
peer93.org1.example.com,3.38MB / 2.48MB
peer71.org1.example.com,2.93MB / 1.65MB
peer77.org1.example.com,2.16MB / 1.33MB
peer58.org1.example.com,3.45MB / 2.66MB
peer11.org1.example.com,2.67MB / 928kB
peer40.org1.example.com,3.09MB / 1.83MB
peer20.org1.example.com,2.34MB / 784kB
peer9.org1.example.com,2.69MB / 956kB
peer45.org1.example.com,2.78MB / 1.04MB
peer3.org1.example.com,2.67MB / 953kB
peer51.org1.example.com,2.62MB / 1.22MB
peer57.org1.example.com,2.95MB / 1.05MB
peer26.org1.example.com,2.95MB / 1.02MB
peer7.org1.example.com,2.59MB / 1.13MB
peer23.org1.example.com,3.01MB / 1.67MB
peer65.org1.example.com,2.7MB / 966kB
peer0.org1.example.com,13.2MB / 37.3MB
peer31.org1.example.com,2.6MB / 924kB
peer56.org1.example.com,3.38MB / 2.38MB
peer52.org1.example.com,2.46MB / 1.01MB
peer92.org1.example.com,2.74MB / 1.12MB
peer78.org1.example.com,3.33MB / 2.18MB
peer43.org1.example.com,2.65MB / 899kB
peer22.org1.example.com,1.76MB / 731kB
peer61.org1.example.com,210kB / 43.7kB
peer25.org1.example.com,2.73MB / 993kB
peer39.org1.example.com,2.69MB / 1.1MB
peer33.org1.example.com,2.91MB / 1.02MB
peer82.org1.example.com,2.81MB / 1.26MB
peer15.org1.example.com,2.64MB / 989kB
peer53.org1.example.com,2.51MB / 958kB
peer72.org1.example.com,2.79MB / 1.05MB
peer5.org1.example.com,2.91MB / 1.02MB
peer96.org1.example.com,2.76MB / 1.18MB
peer49.org1.example.com,2.63MB / 1.11MB
peer14.org1.example.com,3.5MB / 2.28MB
1542764836.3910425,mystifying_keldysh,3.86kB / 0B,3860,0.0
1542764836.3910425,peer63.org1.example.com,1.64MB / 1.65MB,1640000,1650000
1542764836.3910425,peer54.org1.example.com,1.54MB / 1.56MB,1540000,1560000
1542764836.3910425,peer95.org1.example.com,1.61MB / 1.71MB,1610000,1710000
1542764836.3910425,peer30.org1.example.com,1.7MB / 1.61MB,1700000,1610000
1542764836.3910425,peer90.org1.example.com,1.69MB / 1.68MB,1690000,1680000
1542764836.3910425,peer55.org1.example.com,1.74MB / 1.51MB,1740000,1510000
1542764836.3910425,peer84.org1.example.com,1.52MB / 1.55MB,1520000,1550000
1542764836.3910425,peer17.org1.example.com,1.59MB / 1.56MB,1590000,1560000
1542764836.3910425,peer13.org1.example.com,1.77MB / 1.8MB,1770000,1800000
1542764836.3910425,peer60.org1.example.com,1.82MB / 2MB,1820000,2000000
1542764836.3910425,peer35.org1.example.com,1.78MB / 1.97MB,1780000,1970000
1542764836.3910425,peer74.org1.example.com,1.73MB / 1.78MB,1730000,1780000
1542764836.3910425,peer29.org1.example.com,1.68MB / 1.9MB,1680000,1900000
1542764836.3910425,peer79.org1.example.com,1.76MB / 1.89MB,1760000,1890000
1542764836.3910425,peer32.org1.example.com,1.9MB / 1.89MB,1900000,1890000
1542764836.3910425,peer97.org1.example.com,1.72MB / 1.67MB,1720000,1670000
1542764836.3910425,peer70.org1.example.com,1.73MB / 1.82MB,1730000,1820000
1542764836.3910425,peer50.org1.example.com,2.04MB / 2.05MB,2040000,2049999
1542764836.3910425,peer62.org1.example.com,2.13MB / 1.95MB,2130000,1950000
1542764836.3910425,peer16.org1.example.com,1.92MB / 2.17MB,1920000,2170000
1542764836.3910425,peer83.org1.example.com,1.82MB / 2.06MB,1820000,2060000
1542764836.3910425,peer87.org1.example.com,1.77MB / 1.99MB,1770000,1990000
1542764836.3910425,peer73.org1.example.com,1.91MB / 1.73MB,1910000,1730000
1542764836.3910425,peer80.org1.example.com,1.85MB / 1.45MB,1850000,1450000
1542764836.3910425,peer34.org1.example.com,1.68MB / 1.18MB,1680000,1180000
1542764836.3910425,peer42.org1.example.com,1.58MB / 2.13MB,1580000,2130000
1542764836.3910425,peer67.org1.example.com,1.95MB / 2.17MB,1950000,2170000
1542764836.3910425,peer27.org1.example.com,2MB / 1.79MB,2000000,1790000
1542764836.3910425,peer12.org1.example.com,1.36MB / 1.44MB,1360000,1440000
1542764836.3910425,peer91.org1.example.com,1.91MB / 1.9MB,1910000,1900000
1542764836.3910425,peer99.org1.example.com,2.05MB / 2.23MB,2049999,2230000
1542764836.3910425,peer94.org1.example.com,1.57MB / 1.85MB,1570000,1850000
1542764836.3910425,peer24.org1.example.com,1.82MB / 2.29MB,1820000,2290000
1542764836.3910425,peer88.org1.example.com,1.71MB / 2.06MB,1710000,2060000
1542764836.3910425,peer38.org1.example.com,3.12MB / 2.9MB,3120000,2900000
1542764836.3910425,peer89.org1.example.com,3.49MB / 2.73MB,3490000,2730000
1542764836.3910425,peer59.org1.example.com,3.43MB / 2.78MB,3430000,2780000
1542764836.3910425,peer76.org1.example.com,3.43MB / 3.09MB,3430000,3090000
1542764836.3910425,peer85.org1.example.com,3.61MB / 2.84MB,3610000,2840000
1542764836.3910425,peer1.org1.example.com,9.65MB / 37.8MB,9650000,37800000
1542764836.3910425,peer64.org1.example.com,3.19MB / 2.39MB,3190000,2390000
1542764836.3910425,peer44.org1.example.com,1.84MB / 1.72MB,1840000,1720000
1542764836.3910425,peer66.org1.example.com,3.52MB / 2.91MB,3520000,2910000
1542764836.3910425,peer4.org1.example.com,3.32MB / 2.62MB,3320000,2620000
1542764836.3910425,peer36.org1.example.com,3.47MB / 2.8MB,3470000,2800000
1542764836.3910425,peer69.org1.example.com,3.37MB / 2.53MB,3370000,2530000
1542764836.3910425,peer21.org1.example.com,3.43MB / 2.9MB,3430000,2900000
1542764836.3910425,peer18.org1.example.com,3.11MB / 2.46MB,3110000,2460000
1542764836.3910425,peer19.org1.example.com,3.1MB / 2.71MB,3100000,2710000
1542764836.3910425,orderer.example.com,182kB / 19.5kB,182000,19500
1542764836.3910425,peer46.org1.example.com,3.5MB / 2.91MB,3500000,2910000
1542764836.3910425,peer41.org1.example.com,3.35MB / 2.56MB,3350000,2560000
1542764836.3910425,peer8.org1.example.com,3.48MB / 2.82MB,3480000,2820000
1542764836.3910425,peer86.org1.example.com,3.35MB / 2.65MB,3350000,2650000
1542764836.3910425,peer47.org1.example.com,3.65MB / 2.84MB,3650000,2840000
1542764836.3910425,peer6.org1.example.com,3.7MB / 2.77MB,3700000,2770000
1542764836.3910425,peer75.org1.example.com,3.78MB / 2.92MB,3780000,2920000
1542764836.3910425,peer81.org1.example.com,3.33MB / 2.79MB,3330000,2790000
1542764836.3910425,peer37.org1.example.com,2.27MB / 1.84MB,2270000,1840000
1542764836.3910425,peer28.org1.example.com,2.28MB / 1.99MB,2280000,1990000
1542764836.3910425,peer2.org1.example.com,3.08MB / 2.34MB,3080000,2340000
1542764836.3910425,peer68.org1.example.com,3.11MB / 2.34MB,3110000,2340000
1542764836.3910425,peer48.org1.example.com,2.82MB / 2.07MB,2820000,2069999
1542764836.3910425,peer10.org1.example.com,3.27MB / 2.46MB,3270000,2460000
1542764836.3910425,peer98.org1.example.com,2.89MB / 2.2MB,2890000,2200000
1542764836.3910425,peer93.org1.example.com,3.38MB / 2.48MB,3380000,2480000
1542764836.3910425,peer71.org1.example.com,2.93MB / 1.65MB,2930000,1650000
1542764836.3910425,peer77.org1.example.com,2.16MB / 1.33MB,2160000,1330000
1542764836.3910425,peer58.org1.example.com,3.45MB / 2.66MB,3450000,2660000
1542764836.3910425,peer11.org1.example.com,2.67MB / 928kB,2670000,928000
1542764836.3910425,peer40.org1.example.com,3.09MB / 1.83MB,3090000,1830000
1542764836.3910425,peer20.org1.example.com,2.34MB / 784kB,2340000,784000
1542764836.3910425,peer9.org1.example.com,2.69MB / 956kB,2690000,956000
1542764836.3910425,peer45.org1.example.com,2.78MB / 1.04MB,2780000,1040000
1542764836.3910425,peer3.org1.example.com,2.67MB / 953kB,2670000,953000
1542764836.3910425,peer51.org1.example.com,2.62MB / 1.22MB,2620000,1220000
1542764836.3910425,peer57.org1.example.com,2.95MB / 1.05MB,2950000,1050000
1542764836.3910425,peer26.org1.example.com,2.95MB / 1.02MB,2950000,1020000
1542764836.3910425,peer7.org1.example.com,2.59MB / 1.13MB,2590000,1130000
1542764836.3910425,peer23.org1.example.com,3.01MB / 1.67MB,3010000,1670000
1542764836.3910425,peer65.org1.example.com,2.7MB / 966kB,2700000,966000
1542764836.3910425,peer0.org1.example.com,13.2MB / 37.3MB,13200000,37300000
1542764836.3910425,peer31.org1.example.com,2.6MB / 924kB,2600000,924000
1542764836.3910425,peer56.org1.example.com,3.38MB / 2.38MB,3380000,2380000
1542764836.3910425,peer52.org1.example.com,2.46MB / 1.01MB,2460000,1010000
1542764836.3910425,peer92.org1.example.com,2.74MB / 1.12MB,2740000,1120000
1542764836.3910425,peer78.org1.example.com,3.33MB / 2.18MB,3330000,2180000
1542764836.3910425,peer43.org1.example.com,2.65MB / 899kB,2650000,899000
1542764836.3910425,peer22.org1.example.com,1.76MB / 731kB,1760000,731000
1542764836.3910425,peer61.org1.example.com,210kB / 43.7kB,210000,43700
1542764836.3910425,peer25.org1.example.com,2.73MB / 993kB,2730000,993000
1542764836.3910425,peer39.org1.example.com,2.69MB / 1.1MB,2690000,1100000
1542764836.3910425,peer33.org1.example.com,2.91MB / 1.02MB,2910000,1020000
1542764836.3910425,peer82.org1.example.com,2.81MB / 1.26MB,2810000,1260000
1542764836.3910425,peer15.org1.example.com,2.64MB / 989kB,2640000,989000
1542764836.3910425,peer53.org1.example.com,2.51MB / 958kB,2510000,958000
1542764836.3910425,peer72.org1.example.com,2.79MB / 1.05MB,2790000,1050000
1542764836.3910425,peer5.org1.example.com,2.91MB / 1.02MB,2910000,1020000
1542764836.3910425,peer96.org1.example.com,2.76MB / 1.18MB,2760000,1180000
1542764836.3910425,peer49.org1.example.com,2.63MB / 1.11MB,2630000,1110000
1542764836.3910425,peer14.org1.example.com,3.5MB / 2.28MB,3500000,2280000

mystifying_keldysh,4.02kB / 0B
peer63.org1.example.com,1.65MB / 1.67MB
peer54.org1.example.com,1.55MB / 1.58MB
peer95.org1.example.com,1.62MB / 1.73MB
peer30.org1.example.com,1.71MB / 1.63MB
peer90.org1.example.com,1.7MB / 1.69MB
peer55.org1.example.com,1.75MB / 1.53MB
peer84.org1.example.com,1.57MB / 1.56MB
peer17.org1.example.com,1.6MB / 1.58MB
peer13.org1.example.com,1.78MB / 1.83MB
peer60.org1.example.com,1.83MB / 2.02MB
peer35.org1.example.com,1.79MB / 1.98MB
peer74.org1.example.com,1.74MB / 1.8MB
peer29.org1.example.com,1.69MB / 1.91MB
peer79.org1.example.com,1.77MB / 1.91MB
peer32.org1.example.com,1.91MB / 1.91MB
peer97.org1.example.com,1.76MB / 1.7MB
peer70.org1.example.com,1.74MB / 1.84MB
peer50.org1.example.com,2.06MB / 2.07MB
peer62.org1.example.com,2.14MB / 1.97MB
peer16.org1.example.com,1.93MB / 2.19MB
peer83.org1.example.com,1.83MB / 2.07MB
peer87.org1.example.com,1.78MB / 2.01MB
peer73.org1.example.com,1.92MB / 1.74MB
peer80.org1.example.com,1.85MB / 1.46MB
peer34.org1.example.com,1.68MB / 1.19MB
peer42.org1.example.com,1.58MB / 2.15MB
peer67.org1.example.com,1.95MB / 2.19MB
peer27.org1.example.com,2MB / 1.8MB
peer12.org1.example.com,1.37MB / 1.46MB
peer91.org1.example.com,1.91MB / 1.91MB
peer99.org1.example.com,2.06MB / 2.24MB
peer94.org1.example.com,1.64MB / 1.87MB
peer24.org1.example.com,1.84MB / 2.31MB
peer88.org1.example.com,1.72MB / 2.07MB
peer38.org1.example.com,3.21MB / 2.94MB
peer89.org1.example.com,3.56MB / 2.78MB
peer59.org1.example.com,3.49MB / 2.82MB
peer76.org1.example.com,3.44MB / 3.1MB
peer85.org1.example.com,3.62MB / 2.85MB
peer1.org1.example.com,9.74MB / 38.1MB
peer64.org1.example.com,3.23MB / 2.41MB
peer44.org1.example.com,1.84MB / 1.73MB
peer66.org1.example.com,3.53MB / 2.92MB
peer4.org1.example.com,3.33MB / 2.64MB
peer36.org1.example.com,3.48MB / 2.82MB
peer69.org1.example.com,3.39MB / 2.56MB
peer21.org1.example.com,3.45MB / 2.93MB
peer18.org1.example.com,3.15MB / 2.48MB
peer19.org1.example.com,3.11MB / 2.74MB
orderer.example.com,182kB / 19.5kB
peer46.org1.example.com,3.5MB / 2.92MB
peer41.org1.example.com,3.36MB / 2.58MB
peer8.org1.example.com,3.49MB / 2.83MB
peer86.org1.example.com,3.41MB / 2.68MB
peer47.org1.example.com,3.66MB / 2.86MB
peer6.org1.example.com,3.71MB / 2.78MB
peer75.org1.example.com,3.79MB / 2.93MB
peer81.org1.example.com,3.33MB / 2.8MB
peer37.org1.example.com,2.28MB / 1.85MB
peer28.org1.example.com,2.28MB / 2MB
peer2.org1.example.com,3.2MB / 2.39MB
peer68.org1.example.com,3.18MB / 2.38MB
peer48.org1.example.com,2.91MB / 2.13MB
peer10.org1.example.com,3.3MB / 2.48MB
peer98.org1.example.com,2.9MB / 2.24MB
peer93.org1.example.com,3.4MB / 2.49MB
peer71.org1.example.com,2.95MB / 1.67MB
peer77.org1.example.com,2.22MB / 1.37MB
peer58.org1.example.com,3.49MB / 2.67MB
peer11.org1.example.com,2.67MB / 930kB
peer40.org1.example.com,3.1MB / 1.84MB
peer20.org1.example.com,2.34MB / 786kB
peer9.org1.example.com,2.69MB / 957kB
peer45.org1.example.com,2.78MB / 1.04MB
peer3.org1.example.com,2.71MB / 960kB
peer51.org1.example.com,2.66MB / 1.23MB
peer57.org1.example.com,2.95MB / 1.05MB
peer26.org1.example.com,3.01MB / 1.03MB
peer7.org1.example.com,2.6MB / 1.13MB
peer23.org1.example.com,3.03MB / 1.68MB
peer65.org1.example.com,2.73MB / 972kB
peer0.org1.example.com,13.3MB / 37.5MB
peer31.org1.example.com,2.61MB / 928kB
peer56.org1.example.com,3.41MB / 2.41MB
peer52.org1.example.com,2.52MB / 1.04MB
peer92.org1.example.com,2.74MB / 1.12MB
peer78.org1.example.com,3.34MB / 2.2MB
peer43.org1.example.com,2.66MB / 904kB
peer22.org1.example.com,1.76MB / 732kB
peer61.org1.example.com,211kB / 44.9kB
peer25.org1.example.com,2.74MB / 996kB
peer39.org1.example.com,2.73MB / 1.12MB
peer33.org1.example.com,2.92MB / 1.02MB
peer82.org1.example.com,2.82MB / 1.27MB
peer15.org1.example.com,2.67MB / 991kB
peer53.org1.example.com,2.57MB / 985kB
peer72.org1.example.com,2.8MB / 1.06MB
peer5.org1.example.com,3.02MB / 1.07MB
peer96.org1.example.com,2.77MB / 1.18MB
peer49.org1.example.com,2.64MB / 1.11MB
peer14.org1.example.com,3.62MB / 2.34MB
1542764839.9712863,mystifying_keldysh,4.02kB / 0B,4019,0.0
1542764839.9712863,peer63.org1.example.com,1.65MB / 1.67MB,1650000,1670000
1542764839.9712863,peer54.org1.example.com,1.55MB / 1.58MB,1550000,1580000
1542764839.9712863,peer95.org1.example.com,1.62MB / 1.73MB,1620000,1730000
1542764839.9712863,peer30.org1.example.com,1.71MB / 1.63MB,1710000,1630000
1542764839.9712863,peer90.org1.example.com,1.7MB / 1.69MB,1700000,1690000
1542764839.9712863,peer55.org1.example.com,1.75MB / 1.53MB,1750000,1530000
1542764839.9712863,peer84.org1.example.com,1.57MB / 1.56MB,1570000,1560000
1542764839.9712863,peer17.org1.example.com,1.6MB / 1.58MB,1600000,1580000
1542764839.9712863,peer13.org1.example.com,1.78MB / 1.83MB,1780000,1830000
1542764839.9712863,peer60.org1.example.com,1.83MB / 2.02MB,1830000,2020000
1542764839.9712863,peer35.org1.example.com,1.79MB / 1.98MB,1790000,1980000
1542764839.9712863,peer74.org1.example.com,1.74MB / 1.8MB,1740000,1800000
1542764839.9712863,peer29.org1.example.com,1.69MB / 1.91MB,1690000,1910000
1542764839.9712863,peer79.org1.example.com,1.77MB / 1.91MB,1770000,1910000
1542764839.9712863,peer32.org1.example.com,1.91MB / 1.91MB,1910000,1910000
1542764839.9712863,peer97.org1.example.com,1.76MB / 1.7MB,1760000,1700000
1542764839.9712863,peer70.org1.example.com,1.74MB / 1.84MB,1740000,1840000
1542764839.9712863,peer50.org1.example.com,2.06MB / 2.07MB,2060000,2069999
1542764839.9712863,peer62.org1.example.com,2.14MB / 1.97MB,2140000,1970000
1542764839.9712863,peer16.org1.example.com,1.93MB / 2.19MB,1930000,2190000
1542764839.9712863,peer83.org1.example.com,1.83MB / 2.07MB,1830000,2069999
1542764839.9712863,peer87.org1.example.com,1.78MB / 2.01MB,1780000,2009999
1542764839.9712863,peer73.org1.example.com,1.92MB / 1.74MB,1920000,1740000
1542764839.9712863,peer80.org1.example.com,1.85MB / 1.46MB,1850000,1460000
1542764839.9712863,peer34.org1.example.com,1.68MB / 1.19MB,1680000,1190000
1542764839.9712863,peer42.org1.example.com,1.58MB / 2.15MB,1580000,2150000
1542764839.9712863,peer67.org1.example.com,1.95MB / 2.19MB,1950000,2190000
1542764839.9712863,peer27.org1.example.com,2MB / 1.8MB,2000000,1800000
1542764839.9712863,peer12.org1.example.com,1.37MB / 1.46MB,1370000,1460000
1542764839.9712863,peer91.org1.example.com,1.91MB / 1.91MB,1910000,1910000
1542764839.9712863,peer99.org1.example.com,2.06MB / 2.24MB,2060000,2240000
1542764839.9712863,peer94.org1.example.com,1.64MB / 1.87MB,1640000,1870000
1542764839.9712863,peer24.org1.example.com,1.84MB / 2.31MB,1840000,2310000
1542764839.9712863,peer88.org1.example.com,1.72MB / 2.07MB,1720000,2069999
1542764839.9712863,peer38.org1.example.com,3.21MB / 2.94MB,3210000,2940000
1542764839.9712863,peer89.org1.example.com,3.56MB / 2.78MB,3560000,2780000
1542764839.9712863,peer59.org1.example.com,3.49MB / 2.82MB,3490000,2820000
1542764839.9712863,peer76.org1.example.com,3.44MB / 3.1MB,3440000,3100000
1542764839.9712863,peer85.org1.example.com,3.62MB / 2.85MB,3620000,2850000
1542764839.9712863,peer1.org1.example.com,9.74MB / 38.1MB,9740000,38100000
1542764839.9712863,peer64.org1.example.com,3.23MB / 2.41MB,3230000,2410000
1542764839.9712863,peer44.org1.example.com,1.84MB / 1.73MB,1840000,1730000
1542764839.9712863,peer66.org1.example.com,3.53MB / 2.92MB,3530000,2920000
1542764839.9712863,peer4.org1.example.com,3.33MB / 2.64MB,3330000,2640000
1542764839.9712863,peer36.org1.example.com,3.48MB / 2.82MB,3480000,2820000
1542764839.9712863,peer69.org1.example.com,3.39MB / 2.56MB,3390000,2560000
1542764839.9712863,peer21.org1.example.com,3.45MB / 2.93MB,3450000,2930000
1542764839.9712863,peer18.org1.example.com,3.15MB / 2.48MB,3150000,2480000
1542764839.9712863,peer19.org1.example.com,3.11MB / 2.74MB,3110000,2740000
1542764839.9712863,orderer.example.com,182kB / 19.5kB,182000,19500
1542764839.9712863,peer46.org1.example.com,3.5MB / 2.92MB,3500000,2920000
1542764839.9712863,peer41.org1.example.com,3.36MB / 2.58MB,3360000,2580000
1542764839.9712863,peer8.org1.example.com,3.49MB / 2.83MB,3490000,2830000
1542764839.9712863,peer86.org1.example.com,3.41MB / 2.68MB,3410000,2680000
1542764839.9712863,peer47.org1.example.com,3.66MB / 2.86MB,3660000,2860000
1542764839.9712863,peer6.org1.example.com,3.71MB / 2.78MB,3710000,2780000
1542764839.9712863,peer75.org1.example.com,3.79MB / 2.93MB,3790000,2930000
1542764839.9712863,peer81.org1.example.com,3.33MB / 2.8MB,3330000,2800000
1542764839.9712863,peer37.org1.example.com,2.28MB / 1.85MB,2280000,1850000
1542764839.9712863,peer28.org1.example.com,2.28MB / 2MB,2280000,2000000
